HitRate@10_rel2,HitRate@5_rel1plus,HitRate@5_rel2,Judged@10,Judged@20,Judged@30,Judged@5,MRR@10_rel1plus,MRR@10_rel2,Precision@5_rel1plus,Precision@5_rel2,confidence_intervals,estimate_warning,graded_nDCG@10,pooled_Recall@10_rel1plus,pooled_Recall@10_rel2,pooled_Recall@20_rel1plus,pooled_Recall@20_rel2,pooled_Recall@5_rel1plus,pooled_Recall@5_rel2,query_count,retriever,slice_name,slice_value,source_field
0.5524861878453039,0.5966850828729282,0.47513812154696133,1.0,1.0,1.0,1.0,0.4792993071998597,0.3671906515829168,0.2110497237569061,0.13149171270718232,"{'graded_nDCG@10': {'mean': 0.2645645021578158, 'ci95_lower': 0.2286093887929666, 'ci95_upper': 0.30206939007379385, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 181}, 'MRR@10_rel2': {'mean': 0.3671906515829168, 'ci95_lower': 0.30775662106463214, 'ci95_upper': 0.42988418617907564, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 181}, 'pooled_Recall@10_rel2': {'mean': 0.4245593264930282, 'ci95_lower': 0.3624006840305183, 'ci95_upper': 0.48984477769008156, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 181}, 'HitRate@5_rel2': {'mean': 0.47513812154696133, 'ci95_lower': 0.40331491712707185, 'ci95_upper': 0.5469613259668509, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 181}}",,0.2645645021578158,0.14279463917874913,0.4245593264930282,0.17892346663584296,0.49156800841883713,0.1062640602915663,0.3530123651670613,181,bm25,case_flag,non-documented-error,has_documented_error
0.5233644859813084,0.5560747663551402,0.4439252336448598,1.0,1.0,1.0,1.0,0.4479250111259457,0.3490153538050734,0.18411214953271027,0.11682242990654206,"{'graded_nDCG@10': {'mean': 0.24376792969985167, 'ci95_lower': 0.21065107807002267, 'ci95_upper': 0.2779883458563728, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 214}, 'MRR@10_rel2': {'mean': 0.3490153538050734, 'ci95_lower': 0.29349289793799144, 'ci95_upper': 0.40581075693517277, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 214}, 'pooled_Recall@10_rel2': {'mean': 0.40661993769470406, 'ci95_lower': 0.34882982866043616, 'ci95_upper': 0.46495521806853585, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 214}, 'HitRate@5_rel2': {'mean': 0.4439252336448598, 'ci95_lower': 0.37850467289719625, 'ci95_upper': 0.5093457943925234, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 214}}",,0.24376792969985167,0.13065359234866553,0.40661993769470406,0.16449917998450336,0.4685358255451713,0.09757021443839206,0.3383956386292835,214,bm25,case_flag,plausible-but-wrong,plausible_but_wrong
0.75,0.8611111111111112,0.6944444444444444,1.0,1.0,1.0,1.0,0.7175925925925926,0.5680555555555555,0.4,0.21111111111111114,"{'graded_nDCG@10': {'mean': 0.39029237254086574, 'ci95_lower': 0.3149242427257565, 'ci95_upper': 0.4648970420244649, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 36}, 'MRR@10_rel2': {'mean': 0.5680555555555555, 'ci95_lower': 0.42685185185185187, 'ci95_upper': 0.7060185185185186, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 36}, 'pooled_Recall@10_rel2': {'mean': 0.5216269841269842, 'ci95_lower': 0.3945089285714286, 'ci95_upper': 0.6469609788359788, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 36}, 'HitRate@5_rel2': {'mean': 0.6944444444444444, 'ci95_lower': 0.5277777777777778, 'ci95_upper': 0.8333333333333334, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 36}}",,0.39029237254086574,0.16197396052625657,0.5216269841269842,0.22545958734781893,0.5900132275132275,0.12544766959793144,0.47533068783068777,36,bm25,case_flag,non-plausible-but-wrong,plausible_but_wrong
0.34,0.42,0.34,1.0,1.0,1.0,1.0,0.3321349206349206,0.24233333333333335,0.136,0.08800000000000001,"{'graded_nDCG@10': {'mean': 0.17981914326323128, 'ci95_lower': 0.11550597810936643, 'ci95_upper': 0.25135922576087627, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'MRR@10_rel2': {'mean': 0.24233333333333335, 'ci95_lower': 0.1433250000000001, 'ci95_upper': 0.35168333333333307, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'pooled_Recall@10_rel2': {'mean': 0.27466666666666667, 'ci95_lower': 0.16666666666666669, 'ci95_upper': 0.3906666666666667, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'HitRate@5_rel2': {'mean': 0.34, 'ci95_lower': 0.22, 'ci95_upper': 0.48, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}}",,0.17981914326323128,0.08960675315023141,0.27466666666666667,0.11086332990680817,0.32866666666666666,0.07080408359756186,0.25066666666666665,50,dense,dialect,postgresql,dialect
0.6,0.68,0.54,1.0,1.0,1.0,1.0,0.4631031746031746,0.35874603174603176,0.268,0.16400000000000003,"{'graded_nDCG@10': {'mean': 0.2785999703368758, 'ci95_lower': 0.21059018868394494, 'ci95_upper': 0.3457735898310677, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'MRR@10_rel2': {'mean': 0.35874603174603176, 'ci95_lower': 0.24874404761904764, 'ci95_upper': 0.4710876984126983, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'pooled_Recall@10_rel2': {'mean': 0.43076190476190473, 'ci95_lower': 0.314, 'ci95_upper': 0.5477642857142857, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'HitRate@5_rel2': {'mean': 0.54, 'ci95_lower': 0.4, 'ci95_upper': 0.68, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}}",,0.2785999703368758,0.14556090642692138,0.43076190476190473,0.1994951000845857,0.5494285714285714,0.10085296511642587,0.35223809523809524,50,dense,dialect,mysql,dialect
0.24,0.24,0.16,1.0,1.0,1.0,1.0,0.19955555555555557,0.13135714285714287,0.11199999999999999,0.052000000000000005,"{'graded_nDCG@10': {'mean': 0.10883343140790482, 'ci95_lower': 0.05624249819822027, 'ci95_upper': 0.16940821005719592, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'MRR@10_rel2': {'mean': 0.13135714285714287, 'ci95_lower': 0.053547023809523815, 'ci95_upper': 0.22236071428571424, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'pooled_Recall@10_rel2': {'mean': 0.14833333333333334, 'ci95_lower': 0.07166666666666667, 'ci95_upper': 0.235, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'HitRate@5_rel2': {'mean': 0.16, 'ci95_lower': 0.06, 'ci95_upper': 0.26, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}}",,0.10883343140790482,0.06901837255040916,0.14833333333333334,0.10005264383468045,0.18,0.047137700019278965,0.09833333333333334,50,dense,dialect,sqlite,dialect
0.66,0.68,0.58,1.0,1.0,1.0,1.0,0.5831111111111111,0.5215238095238095,0.18,0.14,"{'graded_nDCG@10': {'mean': 0.2888711995697166, 'ci95_lower': 0.22770816656316806, 'ci95_upper': 0.3524879543086983, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'MRR@10_rel2': {'mean': 0.5215238095238095, 'ci95_lower': 0.39523333333333344, 'ci95_upper': 0.6495238095238095, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'pooled_Recall@10_rel2': {'mean': 0.4683333333333334, 'ci95_lower': 0.35666666666666663, 'ci95_upper': 0.58, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'HitRate@5_rel2': {'mean': 0.58, 'ci95_lower': 0.44, 'ci95_upper': 0.72, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}}",,0.2888711995697166,0.13292074075349938,0.4683333333333334,0.18185106043381905,0.5266666666666666,0.10066811560087421,0.38666666666666666,50,dense,dialect,mariadb,dialect
0.74,0.76,0.66,1.0,1.0,1.0,1.0,0.6216904761904761,0.552936507936508,0.248,0.15600000000000003,"{'graded_nDCG@10': {'mean': 0.34289322166854797, 'ci95_lower': 0.2773375003615134, 'ci95_upper': 0.4072920424049972, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'MRR@10_rel2': {'mean': 0.552936507936508, 'ci95_lower': 0.4310777777777778, 'ci95_upper': 0.6707234126984125, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'pooled_Recall@10_rel2': {'mean': 0.613, 'ci95_lower': 0.495, 'ci95_upper': 0.73, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}, 'HitRate@5_rel2': {'mean': 0.66, 'ci95_lower': 0.52, 'ci95_upper': 0.78, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 50}}",,0.34289322166854797,0.13605225768383664,0.613,0.16956740803056594,0.672,0.11719320299583458,0.5529999999999999,50,dense,dialect,duckdb,dialect
0.56,0.52,0.52,1.0,1.0,1.0,1.0,0.4214285714285715,0.3557142857142857,0.192,0.15200000000000002,"{'graded_nDCG@10': {'mean': 0.2500182195426854, 'ci95_lower': 0.15971226670113797, 'ci95_upper': 0.3426105461798238, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.3557142857142857, 'ci95_lower': 0.2033333333333333, 'ci95_upper': 0.5157380952380949, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.41200000000000003, 'ci95_lower': 0.252, 'ci95_upper': 0.5760000000000001, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.52, 'ci95_lower': 0.32, 'ci95_upper': 0.72, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.2500182195426854,0.15336596736596736,0.41200000000000003,0.18687434787434787,0.46799999999999997,0.11396220446220447,0.364,25,dense,error_category,aggregation_or_grouping,error_category
0.6,0.64,0.56,1.0,1.0,1.0,1.0,0.44615873015873014,0.366,0.2,0.14400000000000002,"{'graded_nDCG@10': {'mean': 0.2554557159841073, 'ci95_lower': 0.1708817719383104, 'ci95_upper': 0.34719023662220094, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.366, 'ci95_lower': 0.22133333333333333, 'ci95_upper': 0.528, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.396, 'ci95_lower': 0.24666666666666667, 'ci95_upper': 0.552, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.56, 'ci95_lower': 0.36, 'ci95_upper': 0.76, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.2554557159841073,0.1509953314659197,0.396,0.21825303454715217,0.462,0.099531279178338,0.3213333333333333,25,dense,error_category,date_time_semantics,error_category
0.44,0.56,0.36,1.0,1.0,1.0,1.0,0.4244444444444444,0.25866666666666666,0.16,0.08,"{'graded_nDCG@10': {'mean': 0.20702075807337697, 'ci95_lower': 0.11832939045287419, 'ci95_upper': 0.3089075717851012, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.25866666666666666, 'ci95_lower': 0.12266666666666667, 'ci95_upper': 0.41200000000000003, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.29333333333333333, 'ci95_lower': 0.14666666666666667, 'ci95_upper': 0.45666666666666667, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.36, 'ci95_lower': 0.16, 'ci95_upper': 0.56, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.20702075807337697,0.12123196978460136,0.29333333333333333,0.1401461111987428,0.33333333333333337,0.10947226749858328,0.2733333333333333,25,dense,error_category,dialect_incompatibility,error_category
0.48,0.64,0.32,1.0,1.0,1.0,1.0,0.42133333333333334,0.2744761904761905,0.2,0.064,"{'graded_nDCG@10': {'mean': 0.21399658235414512, 'ci95_lower': 0.13481190057324252, 'ci95_upper': 0.29686231284786785, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.2744761904761905, 'ci95_lower': 0.13046666666666673, 'ci95_upper': 0.43714285714285717, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.38, 'ci95_lower': 0.22, 'ci95_upper': 0.5533333333333333, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.32, 'ci95_lower': 0.16, 'ci95_upper': 0.52, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.21399658235414512,0.1170660105213881,0.38,0.167456760122664,0.48666666666666664,0.07689407719156002,0.2333333333333333,25,dense,error_category,function_or_operator_incompatibility,error_category
0.28,0.32,0.2,1.0,1.0,1.0,1.0,0.3201111111111111,0.21066666666666667,0.096,0.05600000000000001,"{'graded_nDCG@10': {'mean': 0.15130401402219948, 'ci95_lower': 0.06769979933160818, 'ci95_upper': 0.248816991060191, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.21066666666666667, 'ci95_lower': 0.06133333333333333, 'ci95_upper': 0.3746666666666667, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.18666666666666668, 'ci95_lower': 0.06666666666666667, 'ci95_upper': 0.32666666666666666, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.2, 'ci95_lower': 0.04, 'ci95_upper': 0.36, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.15130401402219948,0.08547030747030748,0.18666666666666668,0.12758022054573778,0.24666666666666667,0.060119658119658116,0.14666666666666667,25,dense,error_category,join_or_query_logic,error_category
0.36,0.4,0.32,1.0,1.0,1.0,1.0,0.31955555555555554,0.24444444444444444,0.136,0.08800000000000001,"{'graded_nDCG@10': {'mean': 0.17510757867541724, 'ci95_lower': 0.09059116151371771, 'ci95_upper': 0.27054734051955825, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.24444444444444444, 'ci95_lower': 0.1, 'ci95_upper': 0.41, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.34, 'ci95_lower': 0.16, 'ci95_upper': 0.52, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.32, 'ci95_lower': 0.16, 'ci95_upper': 0.52, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.17510757867541724,0.08575274900538059,0.34,0.12829941870994502,0.34,0.05319011164274322,0.28,25,dense,error_category,null_semantics,error_category
0.76,0.76,0.72,1.0,1.0,1.0,1.0,0.6213333333333333,0.6050476190476191,0.264,0.2,"{'graded_nDCG@10': {'mean': 0.35960254127915514, 'ci95_lower': 0.26287538262445304, 'ci95_upper': 0.45669829329193584, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.6050476190476191, 'ci95_lower': 0.428752380952381, 'ci95_upper': 0.7800333333333329, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.6393333333333333, 'ci95_lower': 0.47200000000000003, 'ci95_upper': 0.8, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.72, 'ci95_lower': 0.52, 'ci95_upper': 0.88, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.35960254127915514,0.09479392757351804,0.6393333333333333,0.11749234027193074,0.6673333333333333,0.07540330357763088,0.5593333333333333,25,dense,error_category,schema_or_identifier_issue,error_category
0.44,0.48,0.44,1.0,1.0,1.0,1.0,0.38799999999999996,0.348,0.17600000000000002,0.11200000000000002,"{'graded_nDCG@10': {'mean': 0.19213591325670173, 'ci95_lower': 0.10374941421613391, 'ci95_upper': 0.28919348544064655, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.348, 'ci95_lower': 0.18, 'ci95_upper': 0.5200999999999986, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.27, 'ci95_lower': 0.14, 'ci95_upper': 0.41333333333333333, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.44, 'ci95_lower': 0.24, 'ci95_upper': 0.64, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.19213591325670173,0.06966722166722167,0.27,0.08683765123765123,0.35,0.06351337551337552,0.25666666666666665,25,dense,error_category,syntax_error,error_category
0.52,0.52,0.44,1.0,1.0,1.0,1.0,0.4413809523809524,0.36777777777777776,0.24,0.11200000000000002,"{'graded_nDCG@10': {'mean': 0.25251093897656257, 'ci95_lower': 0.15763558347929327, 'ci95_upper': 0.352443283935786, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.36777777777777776, 'ci95_lower': 0.20222222222222222, 'ci95_upper': 0.5466666666666666, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.38666666666666666, 'ci95_lower': 0.22666666666666668, 'ci95_upper': 0.5533333333333333, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.44, 'ci95_lower': 0.24, 'ci95_upper': 0.64, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.25251093897656257,0.12861127291218824,0.38666666666666666,0.1822090435625905,0.5033333333333334,0.09674891774891775,0.32666666666666666,25,dense,error_category,type_or_casting,error_category
0.72,0.72,0.68,1.0,1.0,1.0,1.0,0.5954444444444444,0.583,0.22400000000000003,0.192,"{'graded_nDCG@10': {'mean': 0.3408816703282018, 'ci95_lower': 0.23977701050528985, 'ci95_upper': 0.44499234873676163, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'MRR@10_rel2': {'mean': 0.583, 'ci95_lower': 0.40299999999999997, 'ci95_upper': 0.76, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'pooled_Recall@10_rel2': {'mean': 0.5661904761904762, 'ci95_lower': 0.40285714285714286, 'ci95_upper': 0.7328571428571429, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}, 'HitRate@5_rel2': {'mean': 0.68, 'ci95_lower': 0.48, 'ci95_upper': 0.84, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 25}}",small sample; estimates may be unstable,0.3408816703282018,0.13936330336330335,0.5661904761904762,0.1685101565101565,0.6561904761904762,0.12447693972693973,0.5204761904761905,25,dense,error_category,version_incompatibility,error_category
0.5747126436781609,0.6206896551724138,0.5057471264367817,1.0,1.0,1.0,1.0,0.4708949096880131,0.3928183725597519,0.2160919540229885,0.1310344827586207,"{'graded_nDCG@10': {'mean': 0.2633125234446176, 'ci95_lower': 0.2269815708853093, 'ci95_upper': 0.29997416298566515, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 174}, 'MRR@10_rel2': {'mean': 0.3928183725597519, 'ci95_lower': 0.3288654556650246, 'ci95_upper': 0.4576492656449553, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 174}, 'pooled_Recall@10_rel2': {'mean': 0.4254105090311987, 'ci95_lower': 0.3613567323481116, 'ci95_upper': 0.488122947454844, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 174}, 'HitRate@5_rel2': {'mean': 0.5057471264367817, 'ci95_lower': 0.43103448275862066, 'ci95_upper': 0.5804597701149425, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 174}}",,0.2633125234446176,0.1278998488697577,0.4254105090311987,0.16833071877046943,0.4994526546250684,0.10029243725890952,0.35830596606458676,174,dense,case_flag,dialect-sensitive,requires_dialect_reasoning
0.3815789473684211,0.40789473684210525,0.34210526315789475,1.0,1.0,1.0,1.0,0.369000626566416,0.2894005847953216,0.12631578947368421,0.09473684210526316,"{'graded_nDCG@10': {'mean': 0.18597985832829414, 'ci95_lower': 0.13447153702105571, 'ci95_upper': 0.2417072369202481, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 76}, 'MRR@10_rel2': {'mean': 0.2894005847953216, 'ci95_lower': 0.1966337719298246, 'ci95_upper': 0.3894042397660818, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 76}, 'pooled_Recall@10_rel2': {'mean': 0.29912280701754385, 'ci95_lower': 0.20833333333333334, 'ci95_upper': 0.39649122807017545, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 76}, 'HitRate@5_rel2': {'mean': 0.34210526315789475, 'ci95_lower': 0.23684210526315788, 'ci95_upper': 0.4473684210526316, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 76}}",,0.18597985832829414,0.08425497138035605,0.29912280701754385,0.11581489537449058,0.3412280701754386,0.05765683267695419,0.25921052631578945,76,dense,case_flag,non-dialect-sensitive,requires_dialect_reasoning
0.660377358490566,0.6792452830188679,0.6226415094339622,1.0,1.0,1.0,1.0,0.5885968852949984,0.5355570530098832,0.23773584905660378,0.17735849056603775,"{'graded_nDCG@10': {'mean': 0.33484527467718866, 'ci95_lower': 0.26284399279949705, 'ci95_upper': 0.40930822424515273, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 53}, 'MRR@10_rel2': {'mean': 0.5355570530098832, 'ci95_lower': 0.41205694070080867, 'ci95_upper': 0.6571232030548068, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 53}, 'pooled_Recall@10_rel2': {'mean': 0.5375112309074573, 'ci95_lower': 0.41823899371069184, 'ci95_upper': 0.6572327044025158, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 53}, 'HitRate@5_rel2': {'mean': 0.6226415094339622, 'ci95_lower': 0.49056603773584906, 'ci95_upper': 0.7547169811320755, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 53}}",,0.33484527467718866,0.1395424282216735,0.5375112309074573,0.17146527476716156,0.6192722371967655,0.12126085392594826,0.5002246181491464,53,dense,case_flag,version-sensitive,requires_version_reasoning
0.47715736040609136,0.5228426395939086,0.41116751269035534,1.0,1.0,1.0,1.0,0.3999194263153654,0.31451937797115465,0.17563451776649747,0.10456852791878174,"{'graded_nDCG@10': {'mean': 0.21423375002245088, 'ci95_lower': 0.1822903586588653, 'ci95_upper': 0.24666242836436203, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 197}, 'MRR@10_rel2': {'mean': 0.31451937797115465, 'ci95_lower': 0.2567071549431955, 'ci95_upper': 0.37157894206752073, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 197}, 'pooled_Recall@10_rel2': {'mean': 0.34653130287648054, 'ci95_lower': 0.28967639593908634, 'ci95_upper': 0.4039763113367174, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 197}, 'HitRate@5_rel2': {'mean': 0.41116751269035534, 'ci95_lower': 0.3401015228426396, 'ci95_upper': 0.47715736040609136, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 197}}",,0.21423375002245088,0.10792996361673197,0.34653130287648054,0.147227500263266,0.40617597292724195,0.07820293456052546,0.28189509306260574,197,dense,case_flag,non-version-sensitive,requires_version_reasoning
0.6086956521739131,0.6086956521739131,0.5652173913043478,1.0,1.0,1.0,1.0,0.5198240165631469,0.47217621348056127,0.2028985507246377,0.13043478260869565,"{'graded_nDCG@10': {'mean': 0.2720226990082761, 'ci95_lower': 0.21545632656926192, 'ci95_upper': 0.3304450159224329, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 69}, 'MRR@10_rel2': {'mean': 0.47217621348056127, 'ci95_lower': 0.36463020473890034, 'ci95_upper': 0.5804178168852081, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 69}, 'pooled_Recall@10_rel2': {'mean': 0.45120772946859905, 'ci95_lower': 0.3512077294685991, 'ci95_upper': 0.5502536231884056, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 69}, 'HitRate@5_rel2': {'mean': 0.5652173913043478, 'ci95_lower': 0.4492753623188406, 'ci95_upper': 0.6811594202898551, 'confidence_level': 0.95, 'bootstrap_samples': 10000, 'random_seed': 42, 'query_count': 69}}",,0.2720226990082761,0.10321275356485868,0.45120772946859905,0.13656107656993227,0.5125603864734299,0.08198885817048275,0.4173913043478261,69,dense,case_flag,documented-error,has_documented_error
