dialect,version,version_min,version_max,version_status,documents,chunks
sqlite,3.6.20,3.6.20,3.6.20,exact,1,1
sqlite,3.6.21,3.6.21,3.6.21,exact,1,1
sqlite,3.6.22,3.6.22,3.6.22,exact,1,1
sqlite,3.6.23,3.6.23,3.6.23,exact,1,1
sqlite,3.6.3,3.6.3,3.6.3,exact,1,1
sqlite,3.6.4,3.6.4,3.6.4,exact,1,1
sqlite,3.6.5,3.6.5,3.6.5,exact,1,1
sqlite,3.6.6,3.6.6,3.6.6,exact,1,1
sqlite,3.6.7,3.6.7,3.6.7,exact,1,1
sqlite,3.6.8,3.6.8,3.6.8,exact,1,1
sqlite,3.6.9,3.6.9,3.6.9,exact,1,1
sqlite,3.7.0,3.7.0,3.7.0,exact,1,1
sqlite,3.7.1,3.7.1,3.7.1,exact,1,1
sqlite,3.7.10,3.7.10,3.7.10,exact,1,1
sqlite,3.7.11,3.7.11,3.7.11,exact,1,1
sqlite,3.7.12,3.7.12,3.7.12,exact,1,1
sqlite,3.7.13,3.7.13,3.7.13,exact,1,1
sqlite,3.7.14,3.7.14,3.7.14,exact,1,1
sqlite,3.7.15,3.7.15,3.7.15,exact,1,1
sqlite,3.7.16,3.7.16,3.7.16,exact,1,1
sqlite,3.7.17,3.7.17,3.7.17,exact,1,1
sqlite,3.7.2,3.7.2,3.7.2,exact,1,1
sqlite,3.7.3,3.7.3,3.7.3,exact,1,1
sqlite,3.7.4,3.7.4,3.7.4,exact,1,1
sqlite,3.7.5,3.7.5,3.7.5,exact,1,1
sqlite,3.7.6,3.7.6,3.7.6,exact,1,1
sqlite,3.7.7,3.7.7,3.7.7,exact,1,1
sqlite,3.7.8,3.7.8,3.7.8,exact,1,1
sqlite,3.7.9,3.7.9,3.7.9,exact,1,1
sqlite,3.8.0,3.8.0,3.8.0,exact,1,1
sqlite,3.8.1,3.8.1,3.8.1,exact,1,1
sqlite,3.8.10,3.8.10,3.8.10,exact,1,1
sqlite,3.8.11,3.8.11,3.8.11,exact,1,1
sqlite,3.8.2,3.8.2,3.8.2,exact,1,1
sqlite,3.8.3,3.8.3,3.8.3,exact,1,1
sqlite,3.8.4,3.8.4,3.8.4,exact,1,1
sqlite,3.8.5,3.8.5,3.8.5,exact,1,1
sqlite,3.8.6,3.8.6,3.8.6,exact,1,1
sqlite,3.8.7,3.8.7,3.8.7,exact,1,1
sqlite,3.8.8,3.8.8,3.8.8,exact,1,1
sqlite,3.8.9,3.8.9,3.8.9,exact,1,1
sqlite,3.9.0,3.9.0,3.9.0,exact,1,1
sqlite,3.9.1,3.9.1,3.9.1,exact,1,1
sqlite,3.9.2,3.9.2,3.9.2,exact,1,1
sqlite,3.9.3,3.9.3,3.9.3,exact,1,1
